date_order,day_of_week_order,date_wh_receive,day_of_week_wh_receive,CW,items
2022-04-18,1,2022-04-19,2,16,9634
2022-04-18,1,2022-04-20,3,16,21127
2022-04-18,1,2022-04-21,4,16,2496
2022-04-18,1,2022-04-22,5,16,110
2022-04-18,1,2022-04-23,6,16,18
2022-04-18,1,2022-04-25,1,17,183
2022-04-18,1,2022-04-26,2,17,40
2022-04-18,1,2022-04-27,3,17,11
2022-04-18,1,2022-04-28,4,17,5
2022-04-18,1,2022-04-30,6,17,3
2022-04-19,2,2022-04-19,2,16,27406
2022-04-19,2,2022-04-20,3,16,20900
2022-04-19,2,2022-04-21,4,16,28640
2022-04-19,2,2022-04-22,5,16,2011
2022-04-19,2,2022-04-23,6,16,95
2022-04-19,2,2022-04-25,1,17,71
2022-04-19,2,2022-04-26,2,17,151
2022-04-19,2,2022-04-27,3,17,71
2022-04-19,2,2022-04-28,4,17,3
2022-04-19,2,2022-04-29,5,17,9
2022-04-19,2,2022-04-30,6,17,4
2022-04-20,3,2022-04-20,3,16,35714
2022-04-20,3,2022-04-21,4,16,30248
2022-04-20,3,2022-04-22,5,16,35122
2022-04-20,3,2022-04-23,6,16,1477
2022-04-20,3,2022-04-25,1,17,249
2022-04-20,3,2022-04-26,2,17,121
2022-04-20,3,2022-04-27,3,17,281
2022-04-20,3,2022-04-28,4,17,107
2022-04-20,3,2022-04-29,5,17,44
2022-04-20,3,2022-04-30,6,17,7
2022-04-20,3,2022-05-02,1,18,11
2022-04-20,3,2022-05-14,6,19,1
2022-04-21,4,2022-04-21,4,16,32630
2022-04-21,4,2022-04-22,5,16,28269
2022-04-21,4,2022-04-23,6,16,16843
2022-04-21,4,2022-04-24,7,16,22
2022-04-21,4,2022-04-25,1,17,2060
2022-04-21,4,2022-04-26,2,17,581
2022-04-21,4,2022-04-27,3,17,145
2022-04-21,4,2022-04-28,4,17,102
2022-04-21,4,2022-04-29,5,17,78
2022-04-21,4,2022-04-30,6,17,29
2022-04-21,4,2022-05-02,1,18,3
2022-04-21,4,2022-05-03,2,18,11
2022-04-21,4,2022-05-04,3,18,11
2022-04-21,4,2022-05-05,4,18,1
2022-04-21,4,2022-05-17,2,20,3
2022-04-22,5,2022-04-22,5,16,28451
2022-04-22,5,2022-04-23,6,16,15929
2022-04-22,5,2022-04-24,7,16,41
2022-04-22,5,2022-04-25,1,17,26413
2022-04-22,5,2022-04-26,2,17,2065
2022-04-22,5,2022-04-27,3,17,193
2022-04-22,5,2022-04-28,4,17,126
2022-04-22,5,2022-04-29,5,17,93
2022-04-22,5,2022-04-30,6,17,75
2022-04-22,5,2022-05-02,1,18,28
2022-04-22,5,2022-05-03,2,18,13
2022-04-22,5,2022-05-04,3,18,42
2022-04-22,5,2022-05-05,4,18,1
2022-04-23,6,2022-04-23,6,16,19497
2022-04-23,6,2022-04-24,7,16,4654
2022-04-23,6,2022-04-25,1,17,15264
2022-04-23,6,2022-04-26,2,17,7259
2022-04-23,6,2022-04-27,3,17,1624
2022-04-23,6,2022-04-28,4,17,27
2022-04-23,6,2022-04-29,5,17,25
2022-04-23,6,2022-04-30,6,17,50
2022-04-23,6,2022-05-01,7,17,25
2022-04-23,6,2022-05-02,1,18,3
2022-04-23,6,2022-05-03,2,18,32
2022-04-23,6,2022-05-04,3,18,8
2022-04-23,6,2022-05-07,6,18,2
2022-04-24,7,2022-04-24,7,16,31374
2022-04-24,7,2022-04-25,1,17,14277
2022-04-24,7,2022-04-26,2,17,36826
2022-04-24,7,2022-04-27,3,17,3891
2022-04-24,7,2022-04-28,4,17,187
2022-04-24,7,2022-04-29,5,17,101
2022-04-24,7,2022-04-30,6,17,54
2022-04-24,7,2022-05-01,7,17,109
2022-04-24,7,2022-05-02,1,18,79
2022-04-24,7,2022-05-03,2,18,112
2022-04-24,7,2022-05-04,3,18,22
2022-04-24,7,2022-05-05,4,18,31
2022-04-25,1,2022-04-25,1,17,34868
2022-04-25,1,2022-04-26,2,17,24467
2022-04-25,1,2022-04-27,3,17,27033
2022-04-25,1,2022-04-28,4,17,2344
2022-04-25,1,2022-04-29,5,17,723
2022-04-25,1,2022-04-30,6,17,103
2022-04-25,1,2022-05-01,7,17,1
2022-04-25,1,2022-05-02,1,18,41
2022-04-25,1,2022-05-03,2,18,65
2022-04-25,1,2022-05-04,3,18,36
2022-04-25,1,2022-05-05,4,18,62
2022-04-25,1,2022-05-06,5,18,12
2022-04-26,2,2022-04-26,2,17,38744
2022-04-26,2,2022-04-27,3,17,17251
2022-04-26,2,2022-04-28,4,17,24004
2022-04-26,2,2022-04-29,5,17,3440
2022-04-26,2,2022-04-30,6,17,755
2022-04-26,2,2022-05-02,1,18,98
2022-04-26,2,2022-05-03,2,18,120
2022-04-26,2,2022-05-04,3,18,27
2022-04-26,2,2022-05-05,4,18,120
2022-04-26,2,2022-05-06,5,18,24
2022-04-26,2,2022-05-07,6,18,3
2022-04-26,2,2022-05-08,7,18,1
2022-04-26,2,2022-05-09,1,19,19
2022-04-27,3,2022-04-27,3,17,32445
2022-04-27,3,2022-04-28,4,17,19987
2022-04-27,3,2022-04-29,5,17,32103
2022-04-27,3,2022-04-30,6,17,3717
2022-04-27,3,2022-05-02,1,18,472
2022-04-27,3,2022-05-03,2,18,181
2022-04-27,3,2022-05-04,3,18,173
2022-04-27,3,2022-05-05,4,18,73
2022-04-27,3,2022-05-06,5,18,19
2022-04-27,3,2022-05-07,6,18,3
2022-04-27,3,2022-05-09,1,19,29
2022-04-27,3,2022-05-16,1,20,2
2022-04-28,4,2022-04-28,4,17,35827
2022-04-28,4,2022-04-29,5,17,22745
2022-04-28,4,2022-04-30,6,17,26238
2022-04-28,4,2022-05-02,1,18,2261
2022-04-28,4,2022-05-03,2,18,943
2022-04-28,4,2022-05-04,3,18,146
2022-04-28,4,2022-05-05,4,18,138
2022-04-28,4,2022-05-06,5,18,70
2022-04-28,4,2022-05-07,6,18,14
2022-04-28,4,2022-05-09,1,19,20
2022-04-28,4,2022-05-10,2,19,8
2022-04-28,4,2022-05-11,3,19,4
2022-04-29,5,2022-04-29,5,17,32619
2022-04-29,5,2022-04-30,6,17,18459
2022-04-29,5,2022-05-01,7,17,13
2022-04-29,5,2022-05-02,1,18,16345
2022-04-29,5,2022-05-03,2,18,12924
2022-04-29,5,2022-05-04,3,18,293
2022-04-29,5,2022-05-05,4,18,318
2022-04-29,5,2022-05-06,5,18,64
2022-04-29,5,2022-05-07,6,18,102
2022-04-29,5,2022-05-09,1,19,9
2022-04-29,5,2022-05-10,2,19,17
2022-04-29,5,2022-05-11,3,19,6
2022-04-29,5,2022-05-12,4,19,49
2022-04-30,6,2022-04-30,6,17,24572
2022-04-30,6,2022-05-01,7,17,4935
2022-04-30,6,2022-05-02,1,18,10755
2022-04-30,6,2022-05-03,2,18,21215
2022-04-30,6,2022-05-04,3,18,1191
2022-04-30,6,2022-05-05,4,18,864
2022-04-30,6,2022-05-06,5,18,119
2022-04-30,6,2022-05-07,6,18,25
2022-04-30,6,2022-05-09,1,19,38
2022-04-30,6,2022-05-10,2,19,11
2022-04-30,6,2022-05-11,3,19,24
2022-05-01,7,2022-05-01,7,17,39905
2022-05-01,7,2022-05-02,1,18,17474
2022-05-01,7,2022-05-03,2,18,38497
2022-05-01,7,2022-05-04,3,18,3571
2022-05-01,7,2022-05-05,4,18,4328
2022-05-01,7,2022-05-06,5,18,196
2022-05-01,7,2022-05-07,6,18,57
2022-05-01,7,2022-05-08,7,18,18
2022-05-01,7,2022-05-09,1,19,69
2022-05-01,7,2022-05-10,2,19,32
2022-05-01,7,2022-05-11,3,19,41
2022-05-01,7,2022-05-25,3,21,12
2022-05-02,1,2022-05-02,1,18,41591
2022-05-02,1,2022-05-03,2,18,18848
2022-05-02,1,2022-05-04,3,18,24055
2022-05-02,1,2022-05-05,4,18,19487
2022-05-02,1,2022-05-06,5,18,977
2022-05-02,1,2022-05-07,6,18,50
2022-05-02,1,2022-05-09,1,19,191
2022-05-02,1,2022-05-10,2,19,98
2022-05-02,1,2022-05-11,3,19,42
2022-05-02,1,2022-05-12,4,19,12
2022-05-02,1,2022-05-13,5,19,5
2022-05-03,2,2022-05-03,2,18,40655
2022-05-03,2,2022-05-04,3,18,25568
2022-05-03,2,2022-05-05,4,18,32773
2022-05-03,2,2022-05-06,5,18,2868
2022-05-03,2,2022-05-07,6,18,95
2022-05-03,2,2022-05-09,1,19,167
2022-05-03,2,2022-05-10,2,19,138
2022-05-03,2,2022-05-11,3,19,68
2022-05-03,2,2022-05-12,4,19,22
2022-05-03,2,2022-05-13,5,19,16
2022-05-03,2,2022-05-14,6,19,16
2022-05-03,2,2022-05-17,2,20,20
2022-05-03,2,2022-05-19,4,20,1
2022-05-04,3,2022-05-04,3,18,37861
2022-05-04,3,2022-05-05,4,18,16601
2022-05-04,3,2022-05-06,5,18,25431
2022-05-04,3,2022-05-07,6,18,2971
2022-05-04,3,2022-05-09,1,19,384
2022-05-04,3,2022-05-10,2,19,280
2022-05-04,3,2022-05-11,3,19,131
2022-05-04,3,2022-05-12,4,19,61
2022-05-04,3,2022-05-13,5,19,13
2022-05-04,3,2022-05-14,6,19,7
2022-05-04,3,2022-05-16,1,20,9
2022-05-04,3,2022-05-18,3,20,12
2022-05-05,4,2022-05-05,4,18,34045
2022-05-05,4,2022-05-06,5,18,10955
2022-05-05,4,2022-05-07,6,18,11537
2022-05-05,4,2022-05-09,1,19,2357
2022-05-05,4,2022-05-10,2,19,661
2022-05-05,4,2022-05-11,3,19,210
2022-05-05,4,2022-05-12,4,19,17
2022-05-05,4,2022-05-13,5,19,38
2022-05-05,4,2022-05-14,6,19,14
2022-05-05,4,2022-05-15,7,19,2
2022-05-05,4,2022-05-16,1,20,11
2022-05-05,4,2022-05-17,2,20,1
2022-05-06,5,2022-05-06,5,18,31021
2022-05-06,5,2022-05-07,6,18,10673
2022-05-06,5,2022-05-09,1,19,12643
2022-05-06,5,2022-05-10,2,19,2671
2022-05-06,5,2022-05-11,3,19,200
2022-05-06,5,2022-05-12,4,19,96
2022-05-06,5,2022-05-13,5,19,121
2022-05-06,5,2022-05-14,6,19,47
2022-05-06,5,2022-05-16,1,20,10
2022-05-06,5,2022-05-17,2,20,11
2022-05-06,5,2022-05-18,3,20,9
2022-05-06,5,2022-05-19,4,20,5
2022-05-07,6,2022-05-07,6,18,27380
2022-05-07,6,2022-05-08,7,18,6286
2022-05-07,6,2022-05-09,1,19,11989
2022-05-07,6,2022-05-10,2,19,5694
2022-05-07,6,2022-05-11,3,19,1225
2022-05-07,6,2022-05-12,4,19,151
2022-05-07,6,2022-05-13,5,19,50
2022-05-07,6,2022-05-14,6,19,21
2022-05-07,6,2022-05-16,1,20,8
2022-05-07,6,2022-05-17,2,20,15
2022-05-07,6,2022-05-18,3,20,12
2022-05-07,6,2022-05-19,4,20,3
2022-05-07,6,2022-05-20,5,20,2
2022-05-07,6,2022-06-01,3,22,2
2022-05-08,7,2022-05-08,7,18,41899
2022-05-08,7,2022-05-09,1,19,22096
2022-05-08,7,2022-05-10,2,19,74843
2022-05-08,7,2022-05-11,3,19,12474
2022-05-08,7,2022-05-12,4,19,1250
2022-05-08,7,2022-05-13,5,19,336
2022-05-08,7,2022-05-14,6,19,64
2022-05-08,7,2022-05-15,7,19,229
2022-05-08,7,2022-05-16,1,20,161
2022-05-08,7,2022-05-17,2,20,93
2022-05-08,7,2022-05-18,3,20,104
2022-05-08,7,2022-05-19,4,20,3
2022-05-08,7,2022-05-21,6,20,6
2022-05-08,7,2022-05-24,2,21,84
2022-05-09,1,2022-05-09,1,19,29448
2022-05-09,1,2022-05-10,2,19,18807
2022-05-09,1,2022-05-11,3,19,22292
2022-05-09,1,2022-05-12,4,19,2708
2022-05-09,1,2022-05-13,5,19,179
2022-05-09,1,2022-05-14,6,19,32
2022-05-09,1,2022-05-16,1,20,38
2022-05-09,1,2022-05-17,2,20,37
2022-05-09,1,2022-05-18,3,20,34
2022-05-09,1,2022-05-19,4,20,2
2022-05-10,2,2022-05-10,2,19,36516
2022-05-10,2,2022-05-11,3,19,12590
2022-05-10,2,2022-05-12,4,19,24090
2022-05-10,2,2022-05-13,5,19,2212
2022-05-10,2,2022-05-14,6,19,68
2022-05-10,2,2022-05-16,1,20,195
2022-05-10,2,2022-05-17,2,20,182
2022-05-10,2,2022-05-18,3,20,79
2022-05-10,2,2022-05-19,4,20,18
2022-05-10,2,2022-05-20,5,20,5
2022-05-10,2,2022-05-21,6,20,5
2022-05-11,3,2022-05-11,3,19,39483
2022-05-11,3,2022-05-12,4,19,12299
2022-05-11,3,2022-05-13,5,19,19970
2022-05-11,3,2022-05-14,6,19,2223
2022-05-11,3,2022-05-16,1,20,265
2022-05-11,3,2022-05-17,2,20,381
2022-05-11,3,2022-05-18,3,20,89
2022-05-11,3,2022-05-19,4,20,25
2022-05-11,3,2022-05-20,5,20,4
2022-05-11,3,2022-05-21,6,20,10
2022-05-11,3,2022-05-22,7,20,1
2022-05-12,4,2022-05-12,4,19,33531
2022-05-12,4,2022-05-13,5,19,13942
2022-05-12,4,2022-05-14,6,19,24224
2022-05-12,4,2022-05-15,7,19,8
2022-05-12,4,2022-05-16,1,20,1701
2022-05-12,4,2022-05-17,2,20,938
2022-05-12,4,2022-05-18,3,20,117
2022-05-12,4,2022-05-19,4,20,48
2022-05-12,4,2022-05-20,5,20,42
2022-05-12,4,2022-05-21,6,20,3
2022-05-12,4,2022-05-24,2,21,6
2022-05-13,5,2022-05-13,5,19,27602
2022-05-13,5,2022-05-14,6,19,11227
2022-05-13,5,2022-05-15,7,19,5
2022-05-13,5,2022-05-16,1,20,11457
2022-05-13,5,2022-05-17,2,20,3464
2022-05-13,5,2022-05-18,3,20,341
2022-05-13,5,2022-05-19,4,20,121
2022-05-13,5,2022-05-20,5,20,21
2022-05-13,5,2022-05-21,6,20,2
2022-05-13,5,2022-05-24,2,21,16
2022-05-13,5,2022-05-25,3,21,3
2022-05-14,6,2022-05-14,6,19,19319
2022-05-14,6,2022-05-15,7,19,4298
2022-05-14,6,2022-05-16,1,20,12971
2022-05-14,6,2022-05-17,2,20,4021
2022-05-14,6,2022-05-18,3,20,1136
2022-05-14,6,2022-05-19,4,20,76
2022-05-14,6,2022-05-20,5,20,6
2022-05-14,6,2022-05-21,6,20,13
2022-05-14,6,2022-05-24,2,21,6
2022-05-14,6,2022-05-25,3,21,7
2022-05-15,7,2022-05-15,7,19,28493
2022-05-15,7,2022-05-16,1,20,15925
2022-05-15,7,2022-05-17,2,20,38444
2022-05-15,7,2022-05-18,3,20,6162
2022-05-15,7,2022-05-19,4,20,357
2022-05-15,7,2022-05-20,5,20,214
2022-05-15,7,2022-05-21,6,20,15
2022-05-15,7,2022-05-22,7,20,9
2022-05-15,7,2022-05-23,1,21,43
2022-05-15,7,2022-05-24,2,21,9
2022-05-15,7,2022-05-25,3,21,23
2022-05-16,1,2022-05-16,1,20,33380
2022-05-16,1,2022-05-17,2,20,11593
2022-05-16,1,2022-05-18,3,20,31199
2022-05-16,1,2022-05-19,4,20,3444
2022-05-16,1,2022-05-20,5,20,178
2022-05-16,1,2022-05-21,6,20,58
2022-05-16,1,2022-05-23,1,21,14
2022-05-16,1,2022-05-24,2,21,41
2022-05-16,1,2022-05-25,3,21,24
2022-05-16,1,2022-05-28,6,21,3
2022-05-17,2,2022-05-17,2,20,36032
2022-05-17,2,2022-05-18,3,20,25370
2022-05-17,2,2022-05-19,4,20,36519
2022-05-17,2,2022-05-20,5,20,2994
2022-05-17,2,2022-05-21,6,20,319
2022-05-17,2,2022-05-22,7,20,1
2022-05-17,2,2022-05-23,1,21,77
2022-05-17,2,2022-05-24,2,21,71
2022-05-17,2,2022-05-25,3,21,95
2022-05-17,2,2022-05-26,4,21,34
2022-05-17,2,2022-05-28,6,21,4
2022-05-17,2,2022-05-30,1,22,10
2022-05-17,2,2022-05-31,2,22,1
2022-05-17,2,2022-06-07,2,23,1
2022-05-18,3,2022-05-18,3,20,37816
2022-05-18,3,2022-05-19,4,20,16902
2022-05-18,3,2022-05-20,5,20,19864
2022-05-18,3,2022-05-21,6,20,2002
2022-05-18,3,2022-05-22,7,20,27
2022-05-18,3,2022-05-23,1,21,132
2022-05-18,3,2022-05-24,2,21,42
2022-05-18,3,2022-05-25,3,21,72
2022-05-18,3,2022-05-26,4,21,11
2022-05-18,3,2022-05-27,5,21,5
2022-05-18,3,2022-05-28,6,21,3
2022-05-19,4,2022-05-19,4,20,38879
2022-05-19,4,2022-05-20,5,20,13462
2022-05-19,4,2022-05-21,6,20,16152
2022-05-19,4,2022-05-22,7,20,532
2022-05-19,4,2022-05-23,1,21,2605
2022-05-19,4,2022-05-24,2,21,528
2022-05-19,4,2022-05-25,3,21,57
2022-05-19,4,2022-05-26,4,21,23
2022-05-19,4,2022-05-27,5,21,86
2022-05-19,4,2022-05-28,6,21,9
2022-05-19,4,2022-05-31,2,22,21
2022-05-19,4,2022-06-01,3,22,4
2022-05-20,5,2022-05-20,5,20,35071
2022-05-20,5,2022-05-21,6,20,11507
2022-05-20,5,2022-05-23,1,21,10434
2022-05-20,5,2022-05-24,2,21,1517
2022-05-20,5,2022-05-25,3,21,133
2022-05-20,5,2022-05-26,4,21,23
2022-05-20,5,2022-05-27,5,21,112
2022-05-20,5,2022-05-28,6,21,22
2022-05-20,5,2022-05-31,2,22,20
2022-05-20,5,2022-06-01,3,22,5
2022-05-21,6,2022-05-21,6,20,25247
2022-05-21,6,2022-05-22,7,20,5399
2022-05-21,6,2022-05-23,1,21,16107
2022-05-21,6,2022-05-24,2,21,3376
2022-05-21,6,2022-05-25,3,21,1315
2022-05-21,6,2022-05-26,4,21,21
2022-05-21,6,2022-05-27,5,21,12
2022-05-21,6,2022-05-28,6,21,102
2022-05-21,6,2022-05-29,7,21,3
2022-05-21,6,2022-05-31,2,22,7
2022-05-21,6,2022-06-01,3,22,7
2022-05-22,7,2022-05-22,7,20,30325
2022-05-22,7,2022-05-23,1,21,12369
2022-05-22,7,2022-05-24,2,21,32426
2022-05-22,7,2022-05-25,3,21,4754
2022-05-22,7,2022-05-26,4,21,46
2022-05-22,7,2022-05-27,5,21,28
2022-05-22,7,2022-05-28,6,21,193
2022-05-22,7,2022-05-29,7,21,40
2022-05-22,7,2022-05-30,1,22,43
2022-05-22,7,2022-05-31,2,22,20
2022-05-22,7,2022-06-01,3,22,6
2022-05-23,1,2022-05-23,1,21,31228
2022-05-23,1,2022-05-24,2,21,9998
2022-05-23,1,2022-05-25,3,21,16805
2022-05-23,1,2022-05-26,4,21,1067
2022-05-23,1,2022-05-27,5,21,167
2022-05-23,1,2022-05-28,6,21,74
2022-05-23,1,2022-05-30,1,22,108
2022-05-23,1,2022-05-31,2,22,52
2022-05-23,1,2022-06-01,3,22,26
2022-05-23,1,2022-06-02,4,22,22
2022-05-23,1,2022-06-03,5,22,16
2022-05-24,2,2022-05-24,2,21,31828
2022-05-24,2,2022-05-25,3,21,12694
2022-05-24,2,2022-05-26,4,21,11927
2022-05-24,2,2022-05-27,5,21,5447
2022-05-24,2,2022-05-28,6,21,406
2022-05-24,2,2022-05-30,1,22,167
2022-05-24,2,2022-05-31,2,22,58
2022-05-24,2,2022-06-01,3,22,87
2022-05-24,2,2022-06-02,4,22,14
2022-05-24,2,2022-06-03,5,22,8
2022-05-24,2,2022-06-04,6,22,5
2022-05-25,3,2022-05-25,3,21,23054
2022-05-25,3,2022-05-26,4,21,6396
2022-05-25,3,2022-05-27,5,21,12866
2022-05-25,3,2022-05-28,6,21,6181
2022-05-25,3,2022-05-29,7,21,83
2022-05-25,3,2022-05-30,1,22,214
2022-05-25,3,2022-05-31,2,22,198
2022-05-25,3,2022-06-01,3,22,86
2022-05-25,3,2022-06-02,4,22,56
2022-05-25,3,2022-06-03,5,22,21
2022-05-25,3,2022-06-04,6,22,16
2022-05-25,3,2022-06-07,2,23,26
2022-05-26,4,2022-05-26,4,21,20601
2022-05-26,4,2022-05-27,5,21,5062
2022-05-26,4,2022-05-28,6,21,13398
2022-05-26,4,2022-05-29,7,21,195
2022-05-26,4,2022-05-30,1,22,1546
2022-05-26,4,2022-05-31,2,22,329
2022-05-26,4,2022-06-01,3,22,203
2022-05-26,4,2022-06-02,4,22,31
2022-05-26,4,2022-06-03,5,22,9
2022-05-26,4,2022-06-04,6,22,10
2022-05-26,4,2022-06-08,3,23,9
2022-05-27,5,2022-05-27,5,21,17313
2022-05-27,5,2022-05-28,6,21,7011
2022-05-27,5,2022-05-29,7,21,2
2022-05-27,5,2022-05-30,1,22,12972
2022-05-27,5,2022-05-31,2,22,1876
2022-05-27,5,2022-06-01,3,22,90
2022-05-27,5,2022-06-02,4,22,38
2022-05-27,5,2022-06-03,5,22,24
2022-05-27,5,2022-06-04,6,22,22
2022-05-27,5,2022-06-07,2,23,8
2022-05-27,5,2022-06-08,3,23,15
2022-05-28,6,2022-05-28,6,21,21401
2022-05-28,6,2022-05-29,7,21,4369
2022-05-28,6,2022-05-30,1,22,21345
2022-05-28,6,2022-05-31,2,22,4356
2022-05-28,6,2022-06-01,3,22,1171
2022-05-28,6,2022-06-02,4,22,71
2022-05-28,6,2022-06-03,5,22,28
2022-05-28,6,2022-06-04,6,22,18
2022-05-28,6,2022-06-05,7,22,33
2022-05-28,6,2022-06-07,2,23,29
2022-05-28,6,2022-06-08,3,23,28
2022-05-29,7,2022-05-29,7,21,27533000
2022-05-29,7,2022-05-30,1,22,8839
2022-05-29,7,2022-05-31,2,22,20647
2022-05-29,7,2022-06-01,3,22,2915
2022-05-29,7,2022-06-02,4,22,87
2022-05-29,7,2022-06-03,5,22,49
2022-05-29,7,2022-06-04,6,22,27
2022-05-29,7,2022-06-06,1,23,26
2022-05-29,7,2022-06-07,2,23,48
2022-05-29,7,2022-06-08,3,23,1
2022-05-29,7,2022-06-09,4,23,4
2022-05-30,1,2022-05-30,1,22,28298
2022-05-30,1,2022-05-31,2,22,13034
2022-05-30,1,2022-06-01,3,22,31396
2022-05-30,1,2022-06-02,4,22,2134
2022-05-30,1,2022-06-03,5,22,227
2022-05-30,1,2022-06-04,6,22,31
2022-05-30,1,2022-06-06,1,23,15
2022-05-30,1,2022-06-07,2,23,82
2022-05-30,1,2022-06-08,3,23,25
2022-05-30,1,2022-06-09,4,23,36
2022-05-30,1,2022-06-10,5,23,29
2022-05-31,2,2022-05-31,2,22,32673
2022-05-31,2,2022-06-01,3,22,15837
2022-05-31,2,2022-06-02,4,22,18197
2022-05-31,2,2022-06-03,5,22,2244
2022-05-31,2,2022-06-04,6,22,44
2022-05-31,2,2022-06-07,2,23,148
2022-05-31,2,2022-06-08,3,23,131
2022-05-31,2,2022-06-09,4,23,42
2022-05-31,2,2022-06-10,5,23,28
2022-05-31,2,2022-06-11,6,23,10
